State_Code,Timestamp_UTC,Gross_Load_MW,Hour_Of_Day,Day_Of_Week,Is_Weekend,Is_Holiday_State,Avg_Temp_C,Temp_Change_6H,Avg_Humidity_Pct
SK,2024-01-01 00:00:00,4904.316953726461,0,1,0,1,2.806668613947234,0.0,53.59094248548885
TN,2024-01-01 00:00:00,17493.792779922933,0,1,0,1,23.35550871159519,0.0,62.44262943312958
TR,2024-01-01 00:00:00,612.6615423529836,0,1,0,1,11.427296917480348,0.0,68.9343562662798
TS,2024-01-01 00:00:00,12481.392978741736,0,1,0,1,20.57281970305688,0.0,35.12965620286405
UK,2024-01-01 00:00:00,11948.394843344704,0,1,0,1,4.131808528660119,0.0,50.42105359553222
UP,2024-01-01 00:00:00,28254.62178122802,0,1,0,1,8.444710518325227,0.0,30.19126565424466
WB,2024-01-01 00:00:00,10506.850333433184,0,1,0,1,15.364033402047529,0.0,63.72464002730359
AN,2024-01-01 01:00:00,85.94073620286883,1,1,0,1,22.606422582960672,0.0,56.206037052396255
AP,2024-01-01 01:00:00,12814.949988478014,1,1,0,1,23.2154460434648,0.0,48.96342915740143
AR,2024-01-01 01:00:00,9622.285348839025,1,1,0,1,6.0169677820874,0.0,52.79418537871456
AS,2024-01-01 01:00:00,3805.186591743168,1,1,0,1,12.63035386795534,0.0,60.68293391497967
BH,2024-01-01 01:00:00,7766.760664836265,1,1,0,1,5.765182787611535,0.0,62.484156166273934
CH,2024-01-01 01:00:00,5081.919786451687,1,1,0,1,6.862753701159408,0.0,32.94955277373244
CHH,2024-01-01 01:00:00,6419.709587027643,1,1,0,1,12.82236352853601,0.0,32.77458379012089
DL,2024-01-01 01:00:00,11702.575208650544,1,1,0,1,6.654088977362218,0.0,39.58101805036405
DNHD,2024-01-01 01:00:00,887.6471535121539,1,1,0,1,19.249522401688665,0.0,55.13430428518785
GA,2024-01-01 01:00:00,688.1898972267685,1,1,0,1,23.013850493051788,0.0,58.32907650035978
GJ,2024-01-01 01:00:00,18309.771321421034,1,1,0,1,14.038798476285924,0.0,41.099023783693774
HP,2024-01-01 01:00:00,16400.70054091788,1,1,0,1,-2.3822399138934696,0.0,36.75138699507919
HR,2024-01-01 01:00:00,11769.694704814936,1,1,0,1,7.537576419942245,0.0,37.537121824719655
JH,2024-01-01 01:00:00,6418.144186471568,1,1,0,1,10.87533512500598,0.0,42.24308992337684
JK,2024-01-01 01:00:00,14567.120545378764,1,1,0,1,-0.9120777540266718,0.0,39.90395989089507
KA,2024-01-01 01:00:00,16988.798350885838,1,1,0,1,15.12022786186846,0.0,47.607506581414015
KL,2024-01-01 01:00:00,5356.821533949571,1,1,0,1,25.078167555370708,0.0,62.39608141722263
LA,2024-01-01 01:00:00,40324.40200453236,1,1,0,1,-17.821694713444906,0.0,20.74944981037835
LD,2024-01-01 01:00:00,42.4450021719495,1,1,0,1,26.486945260033103,0.0,59.95683424171587
MH,2024-01-01 01:00:00,20410.55221029685,1,1,0,1,18.065591596021697,0.0,57.592930379113234
ML,2024-01-01 01:00:00,395.83673114966615,1,1,0,1,9.035309702556656,0.0,63.655052204089166
MN,2024-01-01 01:00:00,467.166486902509,1,1,0,1,13.480202594253509,0.0,50.05196028386796
MP,2024-01-01 01:00:00,14868.300218744736,1,1,0,1,9.49664682783602,0.0,36.7108902910183
MZ,2024-01-01 01:00:00,319.1247246501,1,1,0,1,14.417212236876004,0.0,65.81162953959162
NL,2024-01-01 01:00:00,394.5878203765841,1,1,0,1,10.70480180888298,0.0,53.45343717602064
OD,2024-01-01 01:00:00,6824.065047253286,1,1,0,1,18.73916775337312,0.0,54.91955814380439
PB,2024-01-01 01:00:00,11514.490305859246,1,1,0,1,6.844369806983002,0.0,31.100632841121943
PD,2024-01-01 01:00:00,248.56241677687908,1,1,0,1,20.540838136818707,0.0,72.35441439720847
RJ,2024-01-01 01:00:00,19023.028456929347,1,1,0,1,7.176568804814217,0.0,23.799138186115343
SK,2024-01-01 01:00:00,5799.34154700708,1,1,0,1,1.8878415290034805,0.0,46.39959209338498
TN,2024-01-01 01:00:00,16356.301401888022,1,1,0,1,22.96768451845076,0.0,49.77232216242648
TR,2024-01-01 01:00:00,601.0367743990911,1,1,0,1,9.862156881838972,0.0,66.3808591901526
TS,2024-01-01 01:00:00,11667.95318736792,1,1,0,1,22.626662228855267,0.0,42.25806552390301
UK,2024-01-01 01:00:00,15762.941974331745,1,1,0,1,1.524686565473647,0.0,49.604958614672135
UP,2024-01-01 01:00:00,28713.3176224308,1,1,0,1,9.646332492594912,0.0,35.357431671010254
WB,2024-01-01 01:00:00,10002.898833398624,1,1,0,1,13.90458577256336,0.0,70.56961202203293
AN,2024-01-01 02:00:00,83.83846848111581,2,1,0,1,24.91162474886582,0.0,60.78525279827839
AP,2024-01-01 02:00:00,12132.27753638211,2,1,0,1,23.815636327854715,0.0,39.401632974023016
AR,2024-01-01 02:00:00,12236.82217712379,2,1,0,1,4.193339649633419,0.0,64.41438652197633
AS,2024-01-01 02:00:00,3421.971487719189,2,1,0,1,13.528234561518454,0.0,48.48326928513417
BH,2024-01-01 02:00:00,7304.217824233797,2,1,0,1,10.695123350375408,0.0,42.73516910538473
CH,2024-01-01 02:00:00,4467.183987294329,2,1,0,1,7.732314443500231,0.0,34.974397718667525
CHH,2024-01-01 02:00:00,7588.213599140475,2,1,0,1,10.203407071795416,0.0,35.83663854826764
DL,2024-01-01 02:00:00,11722.008019070876,2,1,0,1,5.397323889062438,0.0,30.95794167402445
DNHD,2024-01-01 02:00:00,734.2805235576645,2,1,0,1,15.15361368526034,0.0,61.337661049245845
GA,2024-01-01 02:00:00,647.9844924912622,2,1,0,1,21.06130583375859,0.0,67.46294068928306
GJ,2024-01-01 02:00:00,20123.776583804865,2,1,0,1,11.989608421738112,0.0,31.64039376322514
HP,2024-01-01 02:00:00,17665.096384933124,2,1,0,1,-3.035047674923864,0.0,53.97935654117413
HR,2024-01-01 02:00:00,12461.804393809223,2,1,0,1,6.251556905322362,0.0,31.568375101639727
JH,2024-01-01 02:00:00,5002.881438149706,2,1,0,1,13.92130133560443,0.0,48.247366182205965
JK,2024-01-01 02:00:00,13746.298057226595,2,1,0,1,-0.3211575293002315,0.0,32.42140647433498
KA,2024-01-01 02:00:00,14499.914500863017,2,1,0,1,22.538530804968765,0.0,39.48097596439856
KL,2024-01-01 02:00:00,5502.586039910624,2,1,0,1,23.12271909768949,0.0,69.22157643876535
LA,2024-01-01 02:00:00,52170.15696250975,2,1,0,1,-21.731900021839387,0.0,25.523694864725183
LD,2024-01-01 02:00:00,41.98517926911721,2,1,0,1,27.140532974215212,0.0,61.53695612716012
MH,2024-01-01 02:00:00,22845.063833781413,2,1,0,1,15.64415128235617,0.0,64.87472079326837
ML,2024-01-01 02:00:00,375.4328785070144,2,1,0,1,6.293309453513102,0.0,62.356217519676136
MN,2024-01-01 02:00:00,503.4920434844044,2,1,0,1,9.739929262219974,0.0,42.42274189259621
MP,2024-01-01 02:00:00,14706.947928225374,2,1,0,1,10.272433232232174,0.0,30.81416704453047
MZ,2024-01-01 02:00:00,302.8502978467376,2,1,0,1,11.800521047101778,0.0,62.31923260493
NL,2024-01-01 02:00:00,384.4462248873093,2,1,0,1,9.719720006072826,0.0,50.06613029445627
OD,2024-01-01 02:00:00,7048.906567873621,2,1,0,1,15.1296020428711,0.0,55.758692162768696
PB,2024-01-01 02:00:00,13451.092178812023,2,1,0,1,4.003785646123701,0.0,26.728481305299315
PD,2024-01-01 02:00:00,244.04777320813395,2,1,0,1,22.63147550745228,0.0,61.59764367859504
RJ,2024-01-01 02:00:00,18908.591334267807,2,1,0,1,6.718414880841436,0.0,20.0
SK,2024-01-01 02:00:00,8857.935025587269,2,1,0,1,-0.7372564586890251,0.0,53.8103207878972
TN,2024-01-01 02:00:00,16344.386929189968,2,1,0,1,23.55202944604104,0.0,59.86958215584134
TR,2024-01-01 02:00:00,620.3403538614726,2,1,0,1,9.730159002854906,0.0,61.49899847672556
TS,2024-01-01 02:00:00,11022.70223636532,2,1,0,1,18.410719052079948,0.0,44.25458718029276
UK,2024-01-01 02:00:00,16146.173251443595,2,1,0,1,1.2965800500746203,0.0,47.79911420347262
UP,2024-01-01 02:00:00,29088.319410018263,2,1,0,1,8.496561902617842,0.0,35.48116127540229
WB,2024-01-01 02:00:00,10690.259034535098,2,1,0,1,11.852506448509477,0.0,60.18130258293834
AN,2024-01-01 03:00:00,90.75834976899051,3,1,0,1,24.667263380706608,0.0,60.18750637916656
AP,2024-01-01 03:00:00,12945.467562651957,3,1,0,1,19.068266538278813,0.0,40.212176087472486
AR,2024-01-01 03:00:00,11318.867245396945,3,1,0,1,4.784713898119787,0.0,63.805439479814936
AS,2024-01-01 03:00:00,3239.2496701780933,3,1,0,1,8.671953340917462,0.0,62.13678362063536
BH,2024-01-01 03:00:00,6833.783644842616,3,1,0,1,8.475205287988215,0.0,52.98732561483772
CH,2024-01-01 03:00:00,7442.2818502795,3,1,0,1,3.7648253112380994,0.0,48.76101479787632
CHH,2024-01-01 03:00:00,7394.514447628415,3,1,0,1,10.18861101324454,0.0,36.00921642904908
DL,2024-01-01 03:00:00,11628.27642909242,3,1,0,1,5.622191305498299,0.0,37.890089289854096
DNHD,2024-01-01 03:00:00,671.3911111701245,3,1,0,1,17.388249633864216,0.0,53.53096671981242
GA,2024-01-01 03:00:00,639.8753055670074,3,1,0,1,23.25194508351281,0.0,63.81365454458781
GJ,2024-01-01 03:00:00,21501.289003187983,3,1,0,1,11.094073152493696,0.0,42.76897390280185
HP,2024-01-01 03:00:00,21877.573260433157,3,1,0,1,-5.405966354792526,0.0,49.458704869808365
HR,2024-01-01 03:00:00,12620.827996913946,3,1,0,1,6.025051251146729,0.0,37.04192983171464
JH,2024-01-01 03:00:00,7873.704401237318,3,1,0,1,8.466848778365929,0.0,40.57931412414796
JK,2024-01-01 03:00:00,21889.402623266546,3,1,0,1,-4.973474079550836,0.0,35.329989240291816
KA,2024-01-01 03:00:00,13929.696548725937,3,1,0,1,19.341107900352032,0.0,41.41691693466111
KL,2024-01-01 03:00:00,5726.068856310605,3,1,0,1,22.00770166933952,0.0,66.17788384765471
LA,2024-01-01 03:00:00,41358.92164162821,3,1,0,1,-18.188273791615803,0.0,21.52404897669895
LD,2024-01-01 03:00:00,42.98593499441843,3,1,0,1,23.262283425877413,0.0,63.52873603788623
MH,2024-01-01 03:00:00,23304.931192443248,3,1,0,1,14.779472596647414,0.0,63.59126680897204
ML,2024-01-01 03:00:00,417.1297133284243,3,1,0,1,9.627989868800007,0.0,58.911919949605206
MN,2024-01-01 03:00:00,531.199158606953,3,1,0,1,9.366370441119006,0.0,39.64140857401465
MP,2024-01-01 03:00:00,14825.906514551498,3,1,0,1,7.569062964919607,0.0,38.490843090570976
MZ,2024-01-01 03:00:00,283.0771283957115,3,1,0,1,9.183099544296883,0.0,52.70094407353548
NL,2024-01-01 03:00:00,366.30283216864007,3,1,0,1,10.84395286601839,0.0,47.949591857404776
OD,2024-01-01 03:00:00,6848.165322534514,3,1,0,1,16.116151149493497,0.0,55.93892148775572
PB,2024-01-01 03:00:00,12888.764568824758,3,1,0,1,2.6618924001417628,0.0,28.17721466454014
PD,2024-01-01 03:00:00,220.86912862832824,3,1,0,1,19.677470651485084,0.0,69.13632197615414
RJ,2024-01-01 03:00:00,18423.6082096206,3,1,0,1,8.364576313056311,0.0,20.0
SK,2024-01-01 03:00:00,5973.98396613233,3,1,0,1,1.718512226766303,0.0,40.33570319495781
TN,2024-01-01 03:00:00,15767.57149878725,3,1,0,1,19.138025499774056,0.0,57.90184873929177
TR,2024-01-01 03:00:00,650.0988079725291,3,1,0,1,8.770303026180478,0.0,74.30513519975153
TS,2024-01-01 03:00:00,11515.395301965871,3,1,0,1,17.48006427629255,0.0,37.8672827904265
UK,2024-01-01 03:00:00,19536.00526103846,3,1,0,1,-0.6774901858021217,0.0,42.78218910601349
UP,2024-01-01 03:00:00,32899.52004253452,3,1,0,1,3.299475328488155,0.0,47.57763442399741
WB,2024-01-01 03:00:00,9323.636580866649,3,1,0,1,12.183331805845231,0.0,68.20200025223131
AN,2024-01-01 04:00:00,89.52688966771679,4,1,0,1,20.141242521367538,0.0,59.52421900643796
AP,2024-01-01 04:00:00,12153.426647092789,4,1,0,1,21.43726677175139,0.0,39.39101337893965
AR,2024-01-01 04:00:00,15566.568991823282,4,1,0,1,2.1493950372784383,0.0,58.82546207722821
AS,2024-01-01 04:00:00,3210.589887105765,4,1,0,1,10.204802112789263,0.0,65.3300086924543
BH,2024-01-01 04:00:00,6653.077673885608,4,1,0,1,4.850357690063571,0.0,54.162059180162366
CH,2024-01-01 04:00:00,7683.28764401744,4,1,0,1,3.489582234675906,0.0,38.37505958781517
CHH,2024-01-01 04:00:00,6960.527295901092,4,1,0,1,10.827900648736827,0.0,35.62688352345745
DL,2024-01-01 04:00:00,13113.204523594664,4,1,0,1,3.925600542219764,0.0,36.214735571484105
DNHD,2024-01-01 04:00:00,690.6294569244279,4,1,0,1,13.867084991487124,0.0,58.9827578553974
GA,2024-01-01 04:00:00,566.2287045094199,4,1,0,1,19.556959141698947,0.0,72.89138595850378
GJ,2024-01-01 04:00:00,21457.18175374213,4,1,0,1,11.106490844473344,0.0,45.06412438989662
HP,2024-01-01 04:00:00,20307.12989680199,4,1,0,1,-4.778025253838628,0.0,51.03905903383362
HR,2024-01-01 04:00:00,11827.476215190403,4,1,0,1,6.082940928938164,0.0,43.041843065375794
JH,2024-01-01 04:00:00,7054.513573289457,4,1,0,1,9.946566365737022,0.0,44.47549705703577
JK,2024-01-01 04:00:00,23213.75871570316,4,1,0,1,-5.713195412658072,0.0,35.38843471321266
KA,2024-01-01 04:00:00,15292.727241254028,4,1,0,1,16.96983302291579,0.0,53.70833379180412
KL,2024-01-01 04:00:00,5540.746839372504,4,1,0,1,20.806449597644587,0.0,57.04199345901254
LA,2024-01-01 04:00:00,46787.04626261146,4,1,0,1,-20.02513687218292,0.0,20.0
LD,2024-01-01 04:00:00,38.27479752984712,4,1,0,1,24.1434144474148,0.0,55.79631644758116
MH,2024-01-01 04:00:00,21856.348654988957,4,1,0,1,15.182554404874704,0.0,63.52698158425994
ML,2024-01-01 04:00:00,391.4340483433651,4,1,0,1,5.499371371265547,0.0,61.74968202884675
MN,2024-01-01 04:00:00,505.8285073177904,4,1,0,1,9.141669652062554,0.0,45.36892337454207
MP,2024-01-01 04:00:00,12801.06043364486,4,1,0,1,10.388838423527252,0.0,34.132825226046265
MZ,2024-01-01 04:00:00,251.5794883605783,4,1,0,1,8.118291191516155,0.0,64.98548054824582
NL,2024-01-01 04:00:00,348.6438328748984,4,1,0,1,7.561107531175882,0.0,58.74215554126204
OD,2024-01-01 04:00:00,6969.12210365047,4,1,0,1,14.050826378360002,0.0,58.798829926785295
PB,2024-01-01 04:00:00,13506.149035690658,4,1,0,1,1.222460230907132,0.0,20.71637852699208
PD,2024-01-01 04:00:00,206.7475428475052,4,1,0,1,21.096194121492964,0.0,55.99799501894326
RJ,2024-01-01 04:00:00,21011.22531196123,4,1,0,1,4.928040097858923,0.0,20.73950016013128
SK,2024-01-01 04:00:00,8687.15886518361,4,1,0,1,-0.6337177928143055,0.0,45.93243870639934
TN,2024-01-01 04:00:00,14449.45086992489,4,1,0,1,18.396361103681997,0.0,69.07811949377741
TR,2024-01-01 04:00:00,639.6634037450337,4,1,0,1,8.84395042374896,0.0,75.42855079092885
TS,2024-01-01 04:00:00,10725.351709247929,4,1,0,1,17.723964295206745,0.0,42.06352921810038
UK,2024-01-01 04:00:00,15326.414935920277,4,1,0,1,1.9295953758931843,0.0,43.91262000240791
UP,2024-01-01 04:00:00,27989.2455592768,4,1,0,1,7.681643569257295,0.0,43.10010857990084
WB,2024-01-01 04:00:00,9413.288530494923,4,1,0,1,12.295455600891486,0.0,66.87597497486237
AN,2024-01-01 05:00:00,83.01360515076603,5,1,0,1,24.94590950747652,0.0,58.43737445474724
AP,2024-01-01 05:00:00,12447.20175156831,5,1,0,1,23.473612278182053,0.0,49.00833881575237
AR,2024-01-01 05:00:00,12862.592753677836,5,1,0,1,3.758098667837508,0.0,58.97257733030609
AS,2024-01-01 05:00:00,3026.78238160824,5,1,0,1,9.523717674596396,0.0,57.86294073836613
BH,2024-01-01 05:00:00,6943.384424875631,5,1,0,1,7.174103736965745,0.0,51.1578275526509
CH,2024-01-01 05:00:00,5157.573373897516,5,1,0,1,6.715162139180709,0.0,37.96838550116954
CHH,2024-01-01 05:00:00,10389.51183569954,5,1,0,1,5.370290791129857,0.0,42.02644814694652
DL,2024-01-01 05:00:00,14740.05148283101,5,1,0,1,1.8981029431264076,0.0,32.92863263459232
DNHD,2024-01-01 05:00:00,749.8682549611883,5,1,0,1,11.35517069386676,0.0,54.09651316613893
GA,2024-01-01 05:00:00,488.079453387344,5,1,0,1,19.921946066468408,0.0,73.79132395508938
GJ,2024-01-01 05:00:00,22102.14372174229,5,1,0,1,11.442261992433211,0.0,40.141434147627855
HP,2024-01-01 05:00:00,18209.91301930044,5,1,0,1,-3.5027888035841794,0.0,51.37889427458008
HR,2024-01-01 05:00:00,13905.831711253664,5,1,0,1,3.02987160981574,0.0,34.47099627751879
JH,2024-01-01 05:00:00,7828.492381869008,5,1,0,1,8.36769223539605,0.0,42.37107255187086
JK,2024-01-01 05:00:00,26123.705337890904,5,1,0,1,-7.062931290467283,0.0,36.02644237695757
KA,2024-01-01 05:00:00,14696.164518407188,5,1,0,1,18.004939282590485,0.0,48.39343002536208
KL,2024-01-01 05:00:00,5613.673053836505,5,1,0,1,18.606311635788,0.0,72.05371322569312
LA,2024-01-01 05:00:00,52193.94861148861,5,1,0,1,-21.749389902628067,0.0,29.05200311658096
LD,2024-01-01 05:00:00,38.68714614395808,5,1,0,1,23.88118616360463,0.0,63.46775629036975
MH,2024-01-01 05:00:00,20860.23468069757,5,1,0,1,11.027999870946768,0.0,56.80697845414208
ML,2024-01-01 05:00:00,344.2063840231428,5,1,0,1,7.291948364022028,0.0,56.660380440942006
MN,2024-01-01 05:00:00,499.8788568351235,5,1,0,1,9.289895110777492,0.0,54.67001874076335
MP,2024-01-01 05:00:00,13675.084446392804,5,1,0,1,7.010007381829983,0.0,40.93554005224634
MZ,2024-01-01 05:00:00,269.4723184647966,5,1,0,1,8.636096618735577,0.0,59.353681521827504
NL,2024-01-01 05:00:00,369.5965583891941,5,1,0,1,6.62761619872763,0.0,52.61435451423306
OD,2024-01-01 05:00:00,6657.849442634908,5,1,0,1,15.887680422678256,0.0,66.50087674320415
PB,2024-01-01 05:00:00,11837.958754888105,5,1,0,1,3.5820115724184154,0.0,33.60591899847388
PD,2024-01-01 05:00:00,216.98944495132864,5,1,0,1,21.166138966636662,0.0,62.66643698917287
RJ,2024-01-01 05:00:00,19162.92218308565,5,1,0,1,4.744485851245177,0.0,25.31392835737556
SK,2024-01-01 05:00:00,6553.020209135695,5,1,0,1,1.1386249330736582,0.0,50.08961035615759
TN,2024-01-01 05:00:00,13932.569494043357,5,1,0,1,20.05642651604745,0.0,62.22096577398018
TR,2024-01-01 05:00:00,610.2966083095057,5,1,0,1,9.772991482177536,0.0,70.65153271364274
TS,2024-01-01 05:00:00,9948.474241036449,5,1,0,1,17.344216331392094,0.0,49.33231427515933
UK,2024-01-01 05:00:00,15177.664046475173,5,1,0,1,2.0388454052718528,0.0,49.87261213656398
UP,2024-01-01 05:00:00,31761.44259899404,5,1,0,1,3.9476257807263657,0.0,31.47852147384047
WB,2024-01-01 05:00:00,8373.54218764764,5,1,0,1,13.11245408359217,0.0,64.16679442203058
AN,2024-01-01 06:00:00,86.03760391995215,6,1,0,1,21.282529542488604,-6.14345037616058,63.403716257060346
AP,2024-01-01 06:00:00,11532.396611251095,6,1,0,1,21.427329815032333,-4.066117682789688,42.57838882305609
AR,2024-01-01 06:00:00,11599.379308454823,6,1,0,1,4.571194721509469,0.0740689420961357,70.74786395457504
AS,2024-01-01 06:00:00,2851.382383698769,6,1,0,1,8.79323750437497,-5.317138420592922,56.75834776949389
BH,2024-01-01 06:00:00,6817.1640745059085,6,1,0,1,6.959267558261327,-3.7891240160032655,50.347016988735554
CH,2024-01-01 06:00:00,7319.929883469297,6,1,0,1,3.866153034128144,-4.763212645887957,33.61155702448221
CHH,2024-01-01 06:00:00,6106.410258745183,6,1,0,1,12.226793706070978,-1.1348079427355504,24.879960757923108
DL,2024-01-01 06:00:00,15647.560413336954,6,1,0,1,1.3052360863275805,-6.209757805882733,34.57347733521142
DNHD,2024-01-01 06:00:00,758.8376584783937,6,1,0,1,14.312404071844805,-3.021485019854275,56.96849812775795
GA,2024-01-01 06:00:00,496.675748915067,6,1,0,1,20.98765698703257,-2.4403284379861923,63.676959811346094
GJ,2024-01-01 06:00:00,21936.50983480668,6,1,0,1,8.901397159953842,-2.8953061722386497,37.57547834738892
HP,2024-01-01 06:00:00,23829.898261278748,6,1,0,1,-6.601878867544679,-5.492772616255603,40.63123863143496
HR,2024-01-01 06:00:00,13142.309321866176,6,1,0,1,3.578682878070529,-6.172964282339121,44.454359467537294
JH,2024-01-01 06:00:00,6460.775534955995,6,1,0,1,11.03765946085034,-0.8859953212996778,31.6297168487275
JK,2024-01-01 06:00:00,19979.06671829065,6,1,0,1,-4.103280117442707,-1.80484538182622,34.683810988848464
KA,2024-01-01 06:00:00,15448.922376665952,6,1,0,1,15.346022790772365,-5.674334622465992,40.51476296105411
KL,2024-01-01 06:00:00,5281.162486165938,6,1,0,1,19.54228656910502,-3.390167135866438,62.857173360108646
LA,2024-01-01 06:00:00,56541.54009345411,6,1,0,1,-23.073340282794923,-8.050884765502145,25.06698452113123
LD,2024-01-01 06:00:00,38.20753624027018,6,1,0,1,22.51990133163629,-3.4213714662164705,57.10042327789333
MH,2024-01-01 06:00:00,21295.880523178555,6,1,0,1,15.266069307971732,-3.184018557468553,52.22811162760978
ML,2024-01-01 06:00:00,333.85642884339813,6,1,0,1,4.343246113329752,-6.263116046530994,63.95338944954247
MN,2024-01-01 06:00:00,458.4585930117653,6,1,0,1,8.462280647785734,-5.068151627764054,53.87753737736982
MP,2024-01-01 06:00:00,13866.755227930818,6,1,0,1,6.83088316650253,-3.347794956571476,33.59677296130016
MZ,2024-01-01 06:00:00,273.4440820675412,6,1,0,1,7.180728620819091,-6.468913108747515,63.37664767060739
NL,2024-01-01 06:00:00,345.03874241040245,6,1,0,1,8.250262250472058,-5.171906702275896,52.23324176614123
OD,2024-01-01 06:00:00,6532.588610154932,6,1,0,1,12.756611022192162,-3.014902464774144,60.52390804601599
PB,2024-01-01 06:00:00,12865.396296396177,6,1,0,1,0.6430406091597427,-4.288719077925103,27.23523465148565
PD,2024-01-01 06:00:00,228.86578680604825,6,1,0,1,19.124148070129998,-3.9781502250260594,59.52326022223104
RJ,2024-01-01 06:00:00,20842.642328030797,6,1,0,1,1.693218610227618,-8.93263320593612,20.0
SK,2024-01-01 06:00:00,11878.417640778782,6,1,0,1,-2.926204005512256,-5.7328726194594894,49.16282305396192
TN,2024-01-01 06:00:00,13554.825792640786,6,1,0,1,16.541900901304906,-6.813607810290282,70.29370205011222
TR,2024-01-01 06:00:00,535.6056776045878,6,1,0,1,11.104098805241868,-0.3231981122384795,78.17577652513404
TS,2024-01-01 06:00:00,10617.603313445752,6,1,0,1,15.997888720890655,-4.574930982166219,48.2703194798014
UK,2024-01-01 06:00:00,21447.594982427025,6,1,0,1,-1.9012381644364795,-6.033046693096599,40.74049264440291
UP,2024-01-01 06:00:00,31607.804480456874,6,1,0,1,3.1733291229749216,-5.271381395350305,32.39585720221336
WB,2024-01-01 06:00:00,8996.472260417224,6,1,0,1,12.478108967879246,-2.885924434168281,64.57721307193657
AN,2024-01-01 07:00:00,78.68103210775377,7,1,0,1,22.3374604320487,-0.268962150911971,56.46074117413234
AP,2024-01-01 07:00:00,12077.197656432489,7,1,0,1,16.583210526293346,-6.632235517171456,45.17000062852327
AR,2024-01-01 07:00:00,13270.371209353736,7,1,0,1,3.484356792569001,-2.532610989518399,64.87614647173663
AS,2024-01-01 07:00:00,2782.8811817344363,7,1,0,1,4.394175900749733,-8.236177967205606,65.53165161705118
BH,2024-01-01 07:00:00,6347.825114747148,7,1,0,1,6.950249339865186,1.1850665522536517,45.401212464126125
CH,2024-01-01 07:00:00,6959.582519498415,7,1,0,1,4.248565538472353,-2.6141881626870545,39.45824042456844
CHH,2024-01-01 07:00:00,8768.99417641921,7,1,0,1,7.841500047968707,-4.980863480567304,41.8584003918073
